Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Colorado_Denver,Colorado,East,US,Humira,TNF,714,330,35,349,Referral Required,578
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,927,349,11,567,Prior Authorization Required,640
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,3L+,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,714,607,7,100,Medical Records Requested,493
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Stelara,IL-12/23,953,470,1,482,Prior Authorization Required,848
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,2L,Florida_East,Florida,West,US,ILUMYA,IL-23,242,98,35,109,Referral Required,194
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Florida_East,Florida,West,US,Tremfya,IL-23,537,179,44,314,Refill Too Soon,440
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,579,506,18,55,Referral Required,515
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_East,Florida,West,US,ILUMYA,IL-23,609,535,20,54,Authorization Denied,475
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Florida_East,Florida,West,US,Skyrizi,IL-23,249,124,20,105,Refill Too Soon,162
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Florida_East,Florida,West,US,Cosentyx,IL-17A,315,169,31,115,Prior Authorization Required,284
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Florida_East,Florida,West,US,Cosentyx,IL-17A,168,117,24,27,Refill Too Soon,123
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,ILUMYA,IL-23,573,274,48,251,Refill Too Soon,476
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Florida_East,Florida,West,US,Humira,TNF,151,87,37,27,Refill Too Soon,104
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,211,178,29,4,Prior Authorization Required,152
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Florida_East,Florida,West,US,Skyrizi,IL-23,420,231,26,163,Authorization Denied,374
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,Cosentyx,IL-17A,960,723,20,217,Referral Required,691
PR6M,,Optum Rx,PBM,Pharmacy Benefit,1L,Florida_East,Florida,West,US,Humira,TNF,421,348,24,49,Authorization Denied,379
PR6M,,UnitedHealthcare,Commercial,Managed Care,1L,Florida_East,Florida,West,US,Humira,TNF,211,105,22,84,Refill Too Soon,171
PR6M,,Highmark,Regional Health Plan,Managed Care,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,196,116,37,43,Referral Required,157
PR6M,,Optum Rx,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,Humira,TNF,931,436,38,457,Prior Authorization Required,829
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Humira,TNF,587,352,19,216,Authorization Denied,411
PR6M,,Express Scripts,PBM,Pharmacy Benefit,3L+,Florida_East,Florida,West,US,Skyrizi,IL-23,912,236,26,650,Medical Records Requested,803
PR6M,,Health Care Service Corporation,Commercial,Managed Care,1L,Florida_East,Florida,West,US,Cosentyx,IL-17A,810,234,22,554,Refill Too Soon,656
PR6M,,Aetna,Commercial,Managed Care,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,264,103,28,133,Medical Records Requested,227
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,817,178,3,636,Medical Records Requested,654
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Florida_West,Florida,West,US,Humira,TNF,762,130,28,604,Prior Authorization Required,625
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Florida_West,Florida,West,US,Humira,TNF,767,469,32,266,Prior Authorization Required,537
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Florida_West,Florida,West,US,Skyrizi,IL-23,831,347,43,441,Authorization Denied,690
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,968,345,19,604,Referral Required,629
PR6M,,Medicare FFS,Government,Medicare,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,694,467,8,219,Refill Too Soon,590
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Florida_West,Florida,West,US,ILUMYA,IL-23,774,103,26,645,Authorization Denied,673
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_West,Florida,West,US,Humira,TNF,530,194,1,335,Refill Too Soon,392
PR6M,,Aetna,Commercial,Managed Care,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,965,811,24,130,Referral Required,724
PR6M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,970,61,19,890,Referral Required,815
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Florida_West,Florida,West,US,Stelara,IL-12/23,619,92,18,509,Refill Too Soon,470
PR6M,,UnitedHealthcare,Commercial,Managed Care,2L,Florida_West,Florida,West,US,Cosentyx,IL-17A,617,204,27,386,Authorization Denied,469
PR6M,,Medicare FFS,Government,Medicare,2L,Florida_West,Florida,West,US,Humira,TNF,997,884,40,73,Authorization Denied,798
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,556,469,27,60,Refill Too Soon,373
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Florida_West,Florida,West,US,Stelara,IL-12/23,822,371,44,407,Medical Records Requested,551
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_West,Florida,West,US,Humira,TNF,309,101,10,198,Prior Authorization Required,238
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,601,223,38,340,Referral Required,391
PR6M,,TRICARE,Government,Federal,3L+,Florida_West,Florida,West,US,Stelara,IL-12/23,665,166,13,486,Authorization Denied,485
PR6M,,Humana,Commercial,Medicare Advantage,1L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,103,54,28,21,Refill Too Soon,80
PR6M,,Highmark,Regional Health Plan,Managed Care,3L+,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,456,268,6,182,Authorization Denied,342
PR6M,,TRICARE,Government,Federal,1L,Florida_West,Florida,West,US,Stelara,IL-12/23,789,671,48,70,Referral Required,544
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,713,203,27,483,Prior Authorization Required,492
PR6M,,Express Scripts,PBM,Pharmacy Benefit,2L,Florida_West,Florida,West,US,ILUMYA,IL-23,325,74,6,245,Authorization Denied,263
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,633,477,44,112,Authorization Denied,468
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,307,90,22,195,Authorization Denied,224
PR6M,,TRICARE,Government,Federal,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,284,256,10,18,Prior Authorization Required,193
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Florida_West,Florida,West,US,Stelara,IL-12/23,526,494,32,0,Medical Records Requested,363
PR6M,,Medicare FFS,Government,Medicare,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,518,121,9,388,Medical Records Requested,363
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Florida_West,Florida,West,US,ILUMYA,IL-23,511,75,21,415,Authorization Denied,455
PR6M,,Florida Blue,Regional Health Plan,Managed Care,1L,Florida_West,Florida,West,US,Humira,TNF,718,238,13,467,Medical Records Requested,531
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,172,140,3,29,Prior Authorization Required,124
PR6M,,TRICARE,Government,Federal,2L,Georgia_Atlanta,Georgia,East,US,Skyrizi,IL-23,429,194,24,211,Refill Too Soon,365
PR6M,,Aetna,Commercial,Managed Care,3L+,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,544,109,29,406,Refill Too Soon,435
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,Stelara,IL-12/23,544,216,0,328,Referral Required,403
PR6M,,Humana,Commercial,Medicare Advantage,3L+,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,620,125,15,480,Refill Too Soon,453
PR6M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,847,234,36,577,Authorization Denied,567
PR6M,,Humana,Commercial,Medicare Advantage,3L+,Georgia_Atlanta,Georgia,East,US,Skyrizi,IL-23,117,52,16,49,Authorization Denied,96
PR6M,,UnitedHealthcare,Commercial,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,Humira,TNF,629,409,29,191,Medical Records Requested,447
PR6M,,Medicare FFS,Government,Medicare,2L,Georgia_Atlanta,Georgia,East,US,Tremfya,IL-23,265,204,20,41,Prior Authorization Required,201
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Georgia_Atlanta,Georgia,East,US,Skyrizi,IL-23,718,620,42,56,Refill Too Soon,625
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Georgia_Atlanta,Georgia,East,US,Cosentyx,IL-17A,336,239,47,50,Refill Too Soon,282
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Georgia_Atlanta,Georgia,East,US,Humira,TNF,240,175,43,22,Authorization Denied,209
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Georgia_Atlanta,Georgia,East,US,Humira,TNF,327,306,6,15,Refill Too Soon,232
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Georgia_Atlanta,Georgia,East,US,ILUMYA,IL-23,442,218,44,180,Authorization Denied,385
PR6M,,Aetna,Commercial,Managed Care,3L+,Georgia_Atlanta,Georgia,East,US,Stelara,IL-12/23,500,88,39,373,Refill Too Soon,375
PR6M,,CareSource,Medicaid Managed Care,Medicaid,1L,Georgia_Atlanta,Georgia,East,US,Skyrizi,IL-23,172,51,6,115,Medical Records Requested,146
PR6M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Georgia_Atlanta,Georgia,East,US,ILUMYA,IL-23,870,264,39,567,Medical Records Requested,687
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,446,164,11,271,Authorization Denied,401
PR6M,,Cigna Healthcare,Commercial,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,Cosentyx,IL-17A,832,256,24,552,Referral Required,574
PR6M,,Cigna Healthcare,Commercial,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,Stelara,IL-12/23,371,279,38,54,Prior Authorization Required,267
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,2L,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,763,340,28,395,Refill Too Soon,534
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Georgia_Atlanta,Georgia,East,US,Humira,TNF,522,90,38,394,Prior Authorization Required,470
PR6M,,Medicare FFS,Government,Medicare,3L+,Georgia_Atlanta,Georgia,East,US,ILUMYA,IL-23,224,64,15,145,Medical Records Requested,172
PR6M,,Highmark,Regional Health Plan,Managed Care,3L+,Georgia_Atlanta,Georgia,East,US,ILUMYA,IL-23,459,418,13,28,Refill Too Soon,335
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,700,153,15,532,Authorization Denied,483
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Illinois_Central,Illinois,North,US,ILUMYA,IL-23,548,397,18,133,Authorization Denied,455
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Illinois_Central,Illinois,North,US,Cosentyx,IL-17A,281,125,16,140,Medical Records Requested,253
PR6M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Illinois_Central,Illinois,North,US,Humira,TNF,654,565,12,77,Referral Required,576
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Illinois_Central,Illinois,North,US,Tremfya,IL-23,579,515,21,43,Medical Records Requested,423
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,1L,Illinois_Central,Illinois,North,US,Cosentyx,IL-17A,934,320,22,592,Refill Too Soon,794
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Illinois_Central,Illinois,North,US,Humira,TNF,608,102,10,496,Authorization Denied,462
PR6M,,Aetna,Commercial,Managed Care,2L,Illinois_Central,Illinois,North,US,Humira,TNF,219,114,20,85,Refill Too Soon,186
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Illinois_Central,Illinois,North,US,Humira,TNF,702,547,36,119,Refill Too Soon,541
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,688,194,49,445,Medical Records Requested,599
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Illinois_Central,Illinois,North,US,Humira,TNF,696,226,12,458,Referral Required,487
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Illinois_Central,Illinois,North,US,Tremfya,IL-23,820,88,38,694,Referral Required,730
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,367,149,35,183,Medical Records Requested,250
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Illinois_Central,Illinois,North,US,Stelara,IL-12/23,994,680,41,273,Prior Authorization Required,815
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Illinois_Central,Illinois,North,US,ILUMYA,IL-23,141,51,19,71,Refill Too Soon,104
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,331,189,44,98,Medical Records Requested,215
PR6M,,Florida Blue,Regional Health Plan,Managed Care,2L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,854,513,23,318,Authorization Denied,555
PR6M,,Humana,Commercial,Medicare Advantage,1L,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,782,761,20,1,Prior Authorization Required,532
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Illinois_Central,Illinois,North,US,Humira,TNF,377,261,5,111,Authorization Denied,249
PR6M,,Medicaid State Plans,Government,Medicaid,1L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,161,140,6,15,Medical Records Requested,134
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Illinois_Central,Illinois,North,US,Tremfya,IL-23,138,106,32,0,Referral Required,108
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,Humira,TNF,689,134,7,548,Authorization Denied,524
PR6M,,Health Care Service Corporation,Commercial,Managed Care,2L,Indiana_Indianapolis,Indiana,East,US,Skyrizi,IL-23,559,375,12,172,Medical Records Requested,386
PR6M,,Express Scripts,PBM,Pharmacy Benefit,1L,Indiana_Indianapolis,Indiana,East,US,Humira,TNF,831,462,2,367,Medical Records Requested,731
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Indiana_Indianapolis,Indiana,East,US,BIMZLEX,IL-17A & IL-17F,912,855,43,14,Prior Authorization Required,648
PR6M,,CareSource,Medicaid Managed Care,Medicaid,1L,Indiana_Indianapolis,Indiana,East,US,Skyrizi,IL-23,635,595,9,31,Medical Records Requested,552
PR6M,,Optum Rx,PBM,Pharmacy Benefit,2L,Indiana_Indianapolis,Indiana,East,US,Humira,TNF,560,316,6,238,Medical Records Requested,465
PR6M,,Health Care Service Corporation,Commercial,Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,Tremfya,IL-23,521,317,21,183,Prior Authorization Required,386
PR6M,,UnitedHealthcare,Commercial,Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,Tremfya,IL-23,194,121,50,23,Refill Too Soon,147
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,2L,Indiana_Indianapolis,Indiana,East,US,BIMZLEX,IL-17A & IL-17F,849,412,18,419,Referral Required,586
PR6M,,Medicare FFS,Government,Medicare,3L+,Indiana_Indianapolis,Indiana,East,US,BIMZLEX,IL-17A & IL-17F,749,493,28,228,Referral Required,659
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Indiana_Indianapolis,Indiana,East,US,BIMZLEX,IL-17A & IL-17F,477,120,43,314,Medical Records Requested,429
PR6M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,Cosentyx,IL-17A,367,162,34,171,Authorization Denied,290
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Indiana_Indianapolis,Indiana,East,US,Stelara,IL-12/23,105,62,26,17,Medical Records Requested,72
PR6M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,ILUMYA,IL-23,236,166,44,26,Authorization Denied,153
PR6M,,Health Care Service Corporation,Commercial,Managed Care,1L,Indiana_Indianapolis,Indiana,East,US,Skyrizi,IL-23,577,250,50,277,Prior Authorization Required,479
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,251,202,0,49,Authorization Denied,168
PR6M,,Health Care Service Corporation,Commercial,Managed Care,2L,Louisiana_NewOrleans,Louisiana,East,US,Cosentyx,IL-17A,558,440,12,106,Medical Records Requested,485
PR6M,,Cigna Healthcare,Commercial,Managed Care,2L,Louisiana_NewOrleans,Louisiana,East,US,Cosentyx,IL-17A,726,171,5,550,Refill Too Soon,646
PR6M,,Florida Blue,Regional Health Plan,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,943,76,3,864,Medical Records Requested,698
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,ILUMYA,IL-23,660,558,22,80,Prior Authorization Required,548
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,316,287,0,29,Medical Records Requested,259
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,619,562,45,12,Referral Required,439
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,ILUMYA,IL-23,106,81,15,10,Refill Too Soon,84
PR6M,,Aetna,Commercial,Managed Care,3L+,Louisiana_NewOrleans,Louisiana,East,US,Stelara,IL-12/23,502,321,8,173,Medical Records Requested,366
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,Cosentyx,IL-17A,107,77,5,25,Medical Records Requested,74
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,BIMZLEX,IL-17A & IL-17F,180,124,13,43,Authorization Denied,153
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,231,123,30,78,Prior Authorization Required,199
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,BIMZLEX,IL-17A & IL-17F,218,137,17,64,Medical Records Requested,185
PR6M,,Humana,Commercial,Medicare Advantage,2L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,633,452,32,149,Refill Too Soon,551
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,BIMZLEX,IL-17A & IL-17F,649,411,5,233,Authorization Denied,441
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,BIMZLEX,IL-17A & IL-17F,177,104,44,29,Prior Authorization Required,119
PR6M,,Humana,Commercial,Medicare Advantage,1L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,921,159,22,740,Prior Authorization Required,691
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,2L,Louisiana_NewOrleans,Louisiana,East,US,Skyrizi,IL-23,853,114,3,736,Refill Too Soon,614
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,942,838,50,54,Medical Records Requested,612
PR6M,,Medicaid State Plans,Government,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,819,287,10,522,Refill Too Soon,655
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Louisiana_NewOrleans,Louisiana,East,US,Stelara,IL-12/23,540,357,2,181,Authorization Denied,481
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Louisiana_NewOrleans,Louisiana,East,US,Cosentyx,IL-17A,116,64,39,13,Referral Required,95
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,687,363,7,317,Refill Too Soon,460
PR6M,,Optum Rx,PBM,Pharmacy Benefit,2L,Louisiana_NewOrleans,Louisiana,East,US,ILUMYA,IL-23,302,80,8,214,Medical Records Requested,272
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,698,265,7,426,Referral Required,461
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,231,209,13,9,Refill Too Soon,150
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,664,351,29,284,Medical Records Requested,544
PR6M,,TRICARE,Government,Federal,2L,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,865,60,12,793,Referral Required,753
PR6M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,818,710,35,73,Medical Records Requested,630
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Massachusetts_Boston,Massachusetts,East,US,Tremfya,IL-23,305,187,39,79,Authorization Denied,244
PR6M,,Humana,Commercial,Medicare Advantage,3L+,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,217,116,44,57,Medical Records Requested,176
PR6M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,660,489,40,131,Medical Records Requested,554
PR6M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Massachusetts_Boston,Massachusetts,East,US,ILUMYA,IL-23,209,84,47,78,Medical Records Requested,161
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,476,226,44,206,Prior Authorization Required,309
PR6M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,904,106,37,761,Medical Records Requested,660
PR6M,,Aetna,Commercial,Managed Care,2L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,643,344,45,254,Authorization Denied,527
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,656,499,33,124,Medical Records Requested,426
PR6M,,Highmark,Regional Health Plan,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,833,761,14,58,Prior Authorization Required,725
PR6M,,Optum Rx,PBM,Pharmacy Benefit,3L+,Massachusetts_Boston,Massachusetts,East,US,Skyrizi,IL-23,501,410,42,49,Authorization Denied,341
PR6M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,332,109,42,181,Referral Required,276
PR6M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,ILUMYA,IL-23,527,313,10,204,Refill Too Soon,432
PR6M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,405,104,24,277,Refill Too Soon,356
PR6M,,Humana,Commercial,Medicare Advantage,1L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,640,491,6,143,Authorization Denied,525
PR6M,,Highmark,Regional Health Plan,Managed Care,2L,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,378,127,41,210,Refill Too Soon,276
PR6M,,Medicare FFS,Government,Medicare,1L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,692,552,50,90,Medical Records Requested,547
PR6M,,Cigna Healthcare,Commercial,Managed Care,3L+,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,917,854,29,34,Authorization Denied,715
PR6M,,UnitedHealthcare,Commercial,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,223,89,29,105,Refill Too Soon,183
PR6M,,Cigna Healthcare,Commercial,Managed Care,2L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,252,72,8,172,Refill Too Soon,179
PR6M,,UnitedHealthcare,Commercial,Managed Care,2L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,486,297,43,146,Prior Authorization Required,330
PR6M,,Medicaid State Plans,Government,Medicaid,1L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,150,88,16,46,Prior Authorization Required,132
PR6M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Michigan_Detroit,Michigan,East,US,Humira,TNF,401,281,8,112,Medical Records Requested,329
PR6M,,Express Scripts,PBM,Pharmacy Benefit,3L+,Michigan_Detroit,Michigan,East,US,Stelara,IL-12/23,419,215,10,194,Prior Authorization Required,310
PR6M,,Humana,Commercial,Medicare Advantage,1L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,541,310,21,210,Medical Records Requested,390
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,BIMZLEX,IL-17A & IL-17F,676,109,24,543,Prior Authorization Required,439
PR6M,,CareSource,Medicaid Managed Care,Medicaid,2L,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,186,123,32,31,Referral Required,162
PR6M,,UnitedHealthcare,Commercial,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Cosentyx,IL-17A,874,402,31,441,Prior Authorization Required,664
PR6M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Michigan_Detroit,Michigan,East,US,Tremfya,IL-23,406,315,20,71,Authorization Denied,272
